filepath,food_name,carbs_per_100g,model_guess,confidence
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_102947.jpg,veal cordon bleu,15,chicken cordon bleu,0.9464602
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_102985.jpg,veal cordon bleu,15,chicken cordon bleu,0.90510607
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_103008.jpg,veal cordon bleu,15,tenderloin,0.92445934
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_103014.jpg,veal cordon bleu,15,schnitzel,0.9564401
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_103039.jpg,veal cordon bleu,15,chicken kiev,0.99787545
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_103041.jpg,veal cordon bleu,15,schnitzel,0.99441904
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_103102.jpg,veal cordon bleu,15,chicken kiev,0.9994106
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_103121.jpg,shirred egg,15,applesauce,0.91992295
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_103151.jpg,shirred egg,15,caesar salad,0.9197086
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_103157.jpg,shirred egg,15,fritter,0.92488605
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_103172.jpg,shirred egg,15,omelette,0.9509815
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_103327.jpg,shirred egg,15,boiled egg,0.9999975
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_103375.jpg,shirred egg,15,boiled egg,0.99951565
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_103393.jpg,shirred egg,15,deviled egg,0.9417722
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_103420.jpg,shirred egg,15,huitre,0.9258736
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_103470.jpg,shirred egg,15,scrambled eggs,0.9292246
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_103472.jpg,shirred egg,15,deviled egg,0.99991703
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_103510.jpg,shirred egg,15,huevos rancheros,0.992137
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_103590.jpg,barbecued wing,5,adobo,0.9186044
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_103652.jpg,barbecued wing,5,chicken wing,0.92258674
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_103754.jpg,barbecued wing,5,buffalo wing,0.90806705
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_103824.jpg,barbecued wing,5,jerky,0.9926364
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_103862.jpg,barbecued wing,5,adobo,0.96617305
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_103929.jpg,barbecued wing,5,chicken wing,0.9737758
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_103984.jpg,barbecued wing,5,churro,0.9364899
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_103986.jpg,barbecued wing,5,crab food,0.9215766
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_103994.jpg,barbecued wing,5,adobo,0.90680605
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_104034.jpg,barbecued wing,5,coq au vin,0.9035316
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_104036.jpg,barbecued wing,5,jerky,0.9850214
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_104086.jpg,barbecued wing,5,chicken wing,0.91730857
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_104123.jpg,barbecued wing,5,buffalo wing,0.9390435
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_104186.jpg,barbecued wing,5,chicken wing,0.902696
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_104260.jpg,lobster thermidor,15,lobster food,0.9861792
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_104448.jpg,lobster thermidor,15,lobster food,0.97651684
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_104456.jpg,lobster thermidor,15,lobster food,0.94236505
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_104504.jpg,lobster thermidor,15,lobster food,0.9000781
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_104527.jpg,steak au poivre,2,filet mignon,0.91056466
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_104529.jpg,steak au poivre,2,filet mignon,0.9383451
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_104637.jpg,steak au poivre,2,filet mignon,0.9234791
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_104777.jpg,steak au poivre,2,entrecote,0.9922334
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_104833.jpg,steak au poivre,2,entrecote,0.9092158
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_105054.jpg,huitre,15,dolmas,0.91503906
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_105179.jpg,huitre,15,oyster,0.96327347
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_105220.jpg,huitre,15,oyster,0.982367
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_105248.jpg,huitre,15,oyster,0.98010087
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_105265.jpg,huitre,15,cockle food,0.9591256
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_105344.jpg,huitre,15,carbonnade flamande,0.9491413
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_105359.jpg,huitre,15,tempura,0.9521821
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_105406.jpg,huitre,15,oyster,0.99744886
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_105469.jpg,huitre,15,oyster,0.9844034
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_105486.jpg,huitre,15,oyster,0.96947503
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_105505.jpg,huitre,15,clam food,0.972832
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_105548.jpg,huitre,15,cockle food,0.9989473
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_105559.jpg,huitre,15,oyster,0.9919973
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_105634.jpg,chiffon cake,45,sponge cake,0.9482501
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_105723.jpg,chiffon cake,45,coconut cake,0.98685926
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_105724.jpg,chiffon cake,45,sponge cake,0.94223976
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_105726.jpg,chiffon cake,45,peach melba,0.93017083
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_105735.jpg,chiffon cake,45,coconut cake,0.98536503
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_105915.jpg,chiffon cake,45,savarin,0.91289693
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_105932.jpg,chiffon cake,45,pound cake,0.9293702
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_105992.jpg,chiffon cake,45,pound cake,0.9693504
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_106019.jpg,chiffon cake,45,coconut cake,0.9933664
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_106026.jpg,chiffon cake,45,streusel,0.93440974
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_106047.jpg,chiffon cake,45,chocolate cake,0.9629224
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_106095.jpg,chiffon cake,45,chocolate cake,0.95193607
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_106104.jpg,chiffon cake,45,chocolate cake,0.99968547
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_106299.jpg,profiterole,15,chocolate cake,0.98352313
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_106339.jpg,profiterole,15,torte,0.9119679
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_106773.jpg,toad in the hole,15,brisket,0.9951886
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_106936.jpg,toad in the hole,15,frittata,0.9935095
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_107191.jpg,chicken marengo,2,chicken provencale,0.9458187
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_107203.jpg,chicken marengo,2,poached egg,0.9135997
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_107213.jpg,chicken marengo,2,coq au vin,0.9560043
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_107232.jpg,chicken marengo,2,tortellini,0.9045895
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_107293.jpg,chicken marengo,2,clam food,0.93772745
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_107301.jpg,chicken marengo,2,crayfish food,0.9106824
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_107379.jpg,chicken marengo,2,jambalaya,0.9236313
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_107445.jpg,victoria sandwich,15,donut,0.99143654
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_107634.jpg,victoria sandwich,15,chocolate cake,0.98973316
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_107665.jpg,victoria sandwich,15,torte,0.96454316
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_107680.jpg,victoria sandwich,15,coconut cake,0.9494691
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_107850.jpg,tamale pie,45,souffle,0.91757977
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_107862.jpg,tamale pie,45,crumb cake,0.90755165
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_107957.jpg,tamale pie,45,nacho,0.96359634
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_107990.jpg,tamale pie,45,applesauce,0.9615685
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_108051.jpg,tamale pie,45,cottage pie,0.9962469
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_108422.jpg,boston cream pie,45,fondue,0.96842873
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_108542.jpg,boston cream pie,45,jerky,0.9663144
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_108544.jpg,boston cream pie,45,sponge cake,0.94260037
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_108608.jpg,boston cream pie,45,ice cream,0.981857
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_108613.jpg,boston cream pie,45,clam chowder,0.97468096
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_108640.jpg,boston cream pie,45,toad in the hole,0.96571714
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_108736.jpg,boston cream pie,45,baked alaska,0.9691143
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_108779.jpg,fish stick,15,spring roll,0.9748048
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_108816.jpg,fish stick,15,bacon lettuce tomato sandwich,0.9576022
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_108843.jpg,fish stick,15,falafel,0.9091034
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_108905.jpg,fish stick,15,poi,0.97585166
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_108942.jpg,fish stick,15,sashimi,0.99685055
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_108980.jpg,fish stick,15,bacon lettuce tomato sandwich,0.9125895
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_109000.jpg,fish stick,15,croquette,0.96364635
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_109017.jpg,fish stick,15,marble cake,0.9348157
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_109041.jpg,fish stick,15,sashimi,0.9974935
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_109086.jpg,fish stick,15,croquette,0.93479913
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_109183.jpg,fish stick,15,croquette,0.9567896
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_109268.jpg,crumb cake,45,upside down cake,0.9947891
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_109334.jpg,crumb cake,45,streusel,0.94766027
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_109417.jpg,crumb cake,45,coconut cake,0.93305546
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_109523.jpg,crumb cake,45,streusel,0.93192893
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_109755.jpg,crumb cake,45,coffee cake,0.91614217
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_109890.jpg,chicken provencale,2,barbecued wing,0.9458601
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_109903.jpg,chicken provencale,2,caprese salad,0.9576098
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_109939.jpg,chicken provencale,2,chicken marengo,0.9429341
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_109957.jpg,chicken provencale,2,pork chop,0.91079426
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_109984.jpg,chicken provencale,2,garlic bread,0.9018581
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_110042.jpg,chicken provencale,2,pork chop,0.93933064
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_110126.jpg,chicken provencale,2,coq au vin,0.9624068
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_110137.jpg,chicken provencale,2,caesar salad,0.9974916
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_110157.jpg,chicken provencale,2,coq au vin,0.9199956
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_110174.jpg,chicken provencale,2,chicken marengo,0.9596193
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_110182.jpg,chicken provencale,2,ceviche,0.9764049
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_110293.jpg,vol au vent,15,confit,0.93958557
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_110456.jpg,vol au vent,15,clam chowder,0.9690064
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_110479.jpg,vol au vent,15,samosa,0.9433389
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_110643.jpg,vol au vent,15,apple turnover,0.91751415
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_110674.jpg,vol au vent,15,macaron,0.99988675
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_110783.jpg,entrecote,15,prime rib,0.97268254
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_110791.jpg,entrecote,15,escargot,0.9943813
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_110808.jpg,entrecote,15,reuben,0.9371598
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_110812.jpg,entrecote,15,prime rib,0.9928219
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_110849.jpg,entrecote,15,brisket,0.9200206
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_110852.jpg,entrecote,15,tenderloin,0.99212474
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_110867.jpg,entrecote,15,steak au poivre,0.90369886
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_110907.jpg,entrecote,15,profiterole,0.9646997
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_111030.jpg,entrecote,15,peach melba,0.9828637
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_111031.jpg,entrecote,15,steak au poivre,0.93582344
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_111062.jpg,entrecote,15,prime rib,0.9925519
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_111188.jpg,carbonnade flamande,15,beef bourguignonne,0.9860059
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_111189.jpg,carbonnade flamande,15,beef bourguignonne,0.99334633
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_111191.jpg,carbonnade flamande,15,beef bourguignonne,0.99864167
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_111250.jpg,carbonnade flamande,15,crab cake,0.9557725
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_111366.jpg,carbonnade flamande,15,beef bourguignonne,0.9560103
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_111377.jpg,carbonnade flamande,15,adobo,0.9859178
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_111409.jpg,carbonnade flamande,15,beef bourguignonne,0.92313933
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_111429.jpg,carbonnade flamande,15,beef bourguignonne,0.9042859
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_111457.jpg,carbonnade flamande,15,scrapple,0.981433
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_111523.jpg,carbonnade flamande,15,beef bourguignonne,0.97024316
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_111604.jpg,carbonnade flamande,15,beef bourguignonne,0.9204084
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_111608.jpg,carbonnade flamande,15,waffle,0.9883519
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_111610.jpg,carbonnade flamande,15,beef bourguignonne,0.98140633
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_111712.jpg,bacon lettuce tomato sandwich,15,stuffed tomato,0.95153296
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_111771.jpg,bacon lettuce tomato sandwich,15,hamburger,0.93423915
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_111863.jpg,bacon lettuce tomato sandwich,15,stuffed peppers,0.9453947
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_111889.jpg,bacon lettuce tomato sandwich,15,hamburger,0.98743665
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_111900.jpg,bacon lettuce tomato sandwich,15,churro,0.98162526
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_111953.jpg,bacon lettuce tomato sandwich,15,ham sandwich,0.91861355
/mnt/c/Users/azizt/OneDrive/Dokumenti/See-Sense/1_food_datasets/IFood2019/train_set/train_111989.jpg,bacon lettuce tomato sandwich,15,ham sandwich,0.9963408
